,duration,batch_size,hidden_size,num_layers,dropout,stride,c50ValMetric,snrValMetric,vadOptiTh,vadValMetric,ValidationMetric,TrainLoss,vadLoss,snrLoss,c50Loss,best_epoch,name,only_vad
20,8,32,128,2,0.0,10,27.80489730834961,31.14533042907715,0.41999977827072144,0.9844741225242615,0.014212307520210743,0.07146327197551727,0.07146331667900085,2.7439064979553223,2.5757882595062256,33.0,dur_8_bs_32_lstm_hs_128_lstm_nl_2_dropout_0_only_vad,True
21,10,32,128,2,0.0,10,24.724380493164062,16.779827117919922,0.31999996304512024,0.9851095080375671,0.013775886967778206,0.06861250847578049,0.06861241161823273,1.0562691688537598,2.019514560699463,31.0,dur_10_bs_32_lstm_hs_128_lstm_nl_2_dropout_0_only_vad,True
22,4,128,256,2,0.3,10,17.711061477661133,45.2955436706543,0.39999985694885254,0.9805300235748291,0.01840413734316826,0.09759190678596497,0.09759184718132019,3.6980130672454834,1.0643020868301392,32.0,dur_4_bs_128_lstm_hs_256_lstm_nl_2_dropout_0.3_only_vad,True
23,10,128,256,3,0.5,10,21.018205642700195,9.981878280639648,0.4200000762939453,0.9848191142082214,0.014719534665346146,0.07258142530918121,0.07258139550685883,0.46017318964004517,1.7669075727462769,27.0,dur_10_bs_128_lstm_hs_256_lstm_nl_3_dropout_0.5_only_vad,True
24,4,32,128,3,0.5,10,17.14918327331543,11.013461112976074,0.4400006830692291,0.9773308634757996,0.019154872745275497,0.11836879700422287,0.11836864054203033,0.4619848132133484,0.8252391219139099,5.0,dur_4_bs_32_lstm_hs_128_lstm_nl_3_dropout_0.5_only_vad,True
25,6,32,256,3,0.5,10,4.3690290451049805,4.763442516326904,0.4799998104572296,0.9809256792068481,0.043191730976104736,0.24745719134807587,0.08798431605100632,0.09467408806085587,0.0647987648844719,13.0,dur_6_bs_32_lstm_hs_256_lstm_nl_3_dropout_0.5,False
26,4,128,256,3,0.3,10,4.839803218841553,4.55310583114624,0.4599996507167816,0.9800199866294861,0.045407798141241074,0.25984513759613037,0.1012904942035675,0.08275559544563293,0.07579914480447769,27.0,dur_4_bs_128_lstm_hs_256_lstm_nl_3_dropout_0.3,False
27,10,32,256,3,0.3,10,3.785240888595581,4.2186598777771,0.30000007152557373,0.9846042990684509,0.03755827993154526,0.1646118462085724,0.07230455428361893,0.06300925463438034,0.029298027977347374,31.0,dur_10_bs_32_lstm_hs_256_lstm_nl_3_dropout_0.3,False
28,10,64,256,2,0.3,10,25.368167877197266,13.838459014892578,0.35999998450279236,0.9849016070365906,0.01437221560627222,0.06898315995931625,0.06898317486047745,0.2510611116886139,1.8919166326522827,24.0,dur_10_bs_64_lstm_hs_256_lstm_nl_2_dropout_0.3_only_vad,True
29,10,64,128,3,0.0,10,26.640687942504883,15.43107795715332,0.3999999165534973,0.9850799441337585,0.014327813871204853,0.06692717224359512,0.0669272392988205,0.8076160550117493,2.387310028076172,31.0,dur_10_bs_64_lstm_hs_128_lstm_nl_3_dropout_0_only_vad,True
30,6,64,256,2,0.3,10,24.408411026000977,20.019189834594727,0.39999982714653015,0.9800046682357788,0.018668323755264282,0.08997909724712372,0.089979387819767,1.7647908926010132,1.6460235118865967,12.0,dur_6_bs_64_lstm_hs_256_lstm_nl_2_dropout_0.3_only_vad,True
31,8,32,256,3,0.3,10,22.11044692993164,10.402974128723145,0.41999977827072144,0.9820343852043152,0.016478195786476135,0.09090692549943924,0.09090730547904968,0.24754028022289276,1.3752943277359009,3.0,dur_8_bs_32_lstm_hs_256_lstm_nl_3_dropout_0.3_only_vad,True
32,4,64,128,3,0.0,10,4.882711410522461,4.44946813583374,0.4199993312358856,0.9797025918960571,0.045130666345357895,0.29737183451652527,0.10368672758340836,0.10934039205312729,0.08434472978115082,27.0,dur_4_bs_64_lstm_hs_128_lstm_nl_3_dropout_0,False
33,4,128,256,3,0.5,10,23.720090866088867,20.9352970123291,0.42000019550323486,0.9786848425865173,0.020119568333029747,0.11021408438682556,0.11021427810192108,0.9110289812088013,2.5423076152801514,12.0,dur_4_bs_128_lstm_hs_256_lstm_nl_3_dropout_0.5_only_vad,True
34,6,32,128,2,0.3,10,4.024251937866211,4.712193012237549,0.4799998104572296,0.9807475209236145,0.041476741433143616,0.23626482486724854,0.08526145666837692,0.09597151726484299,0.05503169447183609,32.0,dur_6_bs_32_lstm_hs_128_lstm_nl_2_dropout_0.3,False
35,4,128,256,2,0.3,10,4.8178205490112305,4.453805446624756,0.4599996507167816,0.9794738292694092,0.04508008807897568,0.26447799801826477,0.10164643824100494,0.08636150509119034,0.07646991312503815,34.0,dur_4_bs_128_lstm_hs_256_lstm_nl_2_dropout_0.3,False
36,6,128,128,3,0.3,10,4.172454357147217,4.416950225830078,0.4799998700618744,0.9811450839042664,0.04142298549413681,0.23365478217601776,0.08351752907037735,0.09689749777317047,0.05323965102434158,31.0,dur_6_bs_128_lstm_hs_128_lstm_nl_3_dropout_0.3,False
